Year,Month,Day,Hour,Temperature,Precipitation,Snowfall
2012,3,18,19,43.27,2.6,0
2012,3,18,20,42.87,1.9,0
2012,3,18,21,42.42,0.6,0
2012,3,18,22,41.86,0.1,0
2012,3,18,23,41.72,0,0
2012,3,19,0,41.83,0,0
2012,3,19,1,41.79,0,0
2012,3,19,2,42.12,0,0
2012,3,19,3,41.58,0,0
2012,3,19,4,39.94,0,0
2012,3,19,5,40.19,0.3,0
2012,3,19,6,40.93,0,0
2012,3,19,7,41.18,0,0
2012,3,19,8,41.27,0,0
2012,3,19,9,41.88,0,0
2012,3,19,10,42.91,0,0
2012,3,19,11,44.02,0,0
2012,3,19,12,45.28,0,0
2012,3,19,13,45.18,0.3,0
2012,3,19,14,45.55,1,0
2012,3,19,15,47.7,1,0
2012,3,19,16,47.71,0.8,0
2012,3,19,17,47.77,0.7,0
2012,3,19,18,48.27,0.6,0
2012,3,19,19,47.41,0.1,0
2012,3,19,20,46.67,0,0
2012,3,19,21,46.15,0,0
2012,3,19,22,45.75,0,0
2012,3,19,23,44.91,0,0
2012,3,20,0,45.39,0,0
2012,3,20,1,45.07,0,0
2012,3,20,2,43.32,0,0
2012,3,20,3,40.66,0,0
2012,3,20,4,39.22,0,0
2012,3,20,5,38.37,0,0
2012,3,20,6,35.44,0,0
2012,3,20,7,34.7,0,0
2012,3,20,8,34.72,0,0
2012,3,20,9,35.71,0,0
2012,3,20,10,36.99,0,0
2012,3,20,11,39.15,0,0
2012,3,20,12,41.58,0,0
2012,3,20,13,44.92,0,0
2012,3,20,14,48.18,0,0
2012,3,20,15,50.86,0,0
2012,3,20,16,53.01,0,0
2012,3,20,17,54.41,0,0
2012,3,20,18,54.7,0,0
2012,3,20,19,53.83,0,0
2012,3,20,20,53.71,0,0
2012,3,20,21,50.16,0,0
2012,3,20,22,45.23,0,0
2012,3,20,23,44.13,0,0
2012,3,21,0,44.94,0,0
2012,3,21,1,44.76,0,0
2012,3,21,2,43.65,0,0
2012,3,21,3,43.23,0,0
2012,3,21,4,42.4,0,0
2012,3,21,5,40.08,0,0
2012,3,21,6,38.03,0,0
2012,3,21,7,37.69,0,0
2012,3,21,8,36.63,0,0
2012,3,21,9,37.72,0,0
2012,3,21,10,41.54,0,0
2012,3,21,11,45.64,0,0
2012,3,21,12,50.67,0,0
2012,3,21,13,54.9,0,0
2012,3,21,14,57.72,0,0
2012,3,21,15,59.65,0,0
2012,3,21,16,60.73,0,0
2012,3,21,17,61.23,0,0
2012,3,21,18,61.02,0,0
2012,3,21,19,60.67,0,0
2012,3,21,20,59.29,0,0
2012,3,21,21,56.79,0,0
2012,3,21,22,53.19,0,0
2012,3,21,23,51.19,0,0
2012,3,22,0,49.17,0,0
2012,3,22,1,46.98,0,0
2012,3,22,2,45.03,0,0
2012,3,22,3,43.68,0,0
2012,3,22,4,42.73,0,0
2012,3,22,5,42.53,0,0
2012,3,22,6,43,0,0
2012,3,22,7,42.22,0,0
2012,3,22,8,41.2,0,0
2012,3,22,9,43.38,0,0
2012,3,22,10,46.9,0,0
2012,3,22,11,50.79,0,0
2012,3,22,12,54.61,0,0
2012,3,22,13,57.54,0,0
2012,3,22,14,59.95,0,0
2012,3,22,15,61.18,0,0
2012,3,22,16,61.27,0,0
2012,3,22,17,61.5,0,0
2012,3,22,18,61.59,0,0
2012,3,22,19,60.75,0,0
2012,3,22,20,59.59,0,0
2012,3,22,21,58.12,0,0
2012,3,22,22,56.48,0,0
2012,3,22,23,54.59,0,0
2012,3,23,0,52.72,0,0
2012,3,23,1,51.12,0,0
2012,3,23,2,50,0,0
2012,3,23,3,49.21,0,0
2012,3,23,4,47.93,0,0
2012,3,23,5,46.67,0,0
2012,3,23,6,42.31,0,0
2012,3,23,7,41.36,0,0
2012,3,23,8,40.1,0,0
2012,3,23,9,41.09,0,0
2012,3,23,10,45.39,0,0
2012,3,23,11,49.24,0,0
2012,3,23,12,53.42,0,0
2012,3,23,13,57.27,0,0
2012,3,23,14,60.3,0,0
2012,3,23,15,62.31,0,0
2012,3,23,16,63.41,0,0
2012,3,23,17,63.9,0,0
2012,3,23,18,63.59,0,0
2012,3,23,19,62.29,0,0
2012,3,23,20,61.47,0,0
2012,3,23,21,58.78,0,0
2012,3,23,22,56.39,0,0
2012,3,23,23,55.26,0,0
2012,3,24,0,54.25,0,0
2012,3,24,1,52.97,0,0
2012,3,24,2,52.03,0,0
2012,3,24,3,51.39,0,0
2012,3,24,4,50.16,0,0
2012,3,24,5,49.33,0,0
2012,3,24,6,48.25,0,0
2012,3,24,7,47.73,0,0
2012,3,24,8,46.76,0,0
2012,3,24,9,47.34,0,0
2012,3,24,10,49.23,0,0
2012,3,24,11,52.12,0,0
2012,3,24,12,55.18,0,0
2012,3,24,13,57.92,0,0
2012,3,24,14,60.53,0,0
2012,3,24,15,62.82,0,0
2012,3,24,16,63.91,0,0
2012,3,24,17,64.08,0,0
2012,3,24,18,63.34,0,0
2012,3,24,19,61.99,0,0
2012,3,24,20,61.25,0,0
2012,3,24,21,60.19,0,0
2012,3,24,22,58.42,0,0
2012,3,24,23,57.07,0,0
2012,3,25,0,55.58,0,0
2012,3,25,1,54,0,0
2012,3,25,2,51.8,0,0
2012,3,25,3,50.18,0,0
2012,3,25,4,49.03,0,0
2012,3,25,5,47.88,0,0
2012,3,25,6,47.1,0,0
2012,3,25,7,45.75,0,0
2012,3,25,8,44.67,0,0
2012,3,25,9,45.39,0,0
2012,3,25,10,48.99,0,0
2012,3,25,11,51.89,0,0
2012,3,25,12,54.39,0,0
2012,3,25,13,59.09,0,0
2012,3,25,14,63.43,0,0
2012,3,25,15,64.4,0,0
2012,3,25,16,64.63,0,0
2012,3,25,17,64.47,0,0
2012,3,25,18,63.63,0,0
2012,3,25,19,61.81,0,0
2012,3,25,20,59.72,0,0
2012,3,25,21,56.7,0,0
2012,3,25,22,53.4,0,0
2012,3,25,23,49.84,0,0
2012,3,26,0,48.16,0,0
2012,3,26,1,47.98,0,0
2012,3,26,2,47.77,0,0
2012,3,26,3,47.48,0,0
2012,3,26,4,46.96,0,0
2012,3,26,5,45.54,0,0
2012,3,26,6,44.8,0,0
2012,3,26,7,42.96,0,0
2012,3,26,8,41.36,0,0
2012,3,26,9,42.28,0,0
2012,3,26,10,44.89,0,0
2012,3,26,11,47.23,0,0
2012,3,26,12,49.75,0,0
2012,3,26,13,53.92,0,0
2012,3,26,14,58.86,0,0
2012,3,26,15,62.51,0,0
2012,3,26,16,63.7,0,0
2012,3,26,17,63.41,0,0
2012,3,26,18,64.08,0,0
2012,3,26,19,62.58,0,0
2012,3,26,20,60.73,0,0
2012,3,26,21,56.82,0,0
2012,3,26,22,53.19,0,0
2012,3,26,23,50.34,0,0
2012,3,27,0,48.76,0,0
2012,3,27,1,48.24,0,0
2012,3,27,2,47.32,0,0
2012,3,27,3,46.51,0,0
2012,3,27,4,45.75,0,0
2012,3,27,5,44.76,0,0
2012,3,27,6,43.29,0,0
2012,3,27,7,42.75,0,0
2012,3,27,8,42.58,0,0
2012,3,27,9,43.95,0,0
2012,3,27,10,45.3,0,0
2012,3,27,11,46.58,0,0
2012,3,27,12,47.71,0,0
2012,3,27,13,53.24,0,0
2012,3,27,14,58.46,0,0
2012,3,27,15,61.18,0,0
2012,3,27,16,62.58,0,0
2012,3,27,17,62.83,0,0
2012,3,27,18,62.53,0,0
2012,3,27,19,62.24,0,0
2012,3,27,20,61.14,0,0
2012,3,27,21,57.78,0,0
2012,3,27,22,53.89,0,0
2012,3,27,23,51.19,0,0
2012,3,28,0,50.05,0,0
2012,3,28,1,48.42,0,0
2012,3,28,2,47.39,0,0
2012,3,28,3,46.76,0,0
2012,3,28,4,46.67,0,0
2012,3,28,5,46.26,0,0
2012,3,28,6,43.75,0,0
2012,3,28,7,43.47,0,0
2012,3,28,8,43.77,0,0
2012,3,28,9,45.03,0,0
2012,3,28,10,47.84,0,0
2012,3,28,11,50.22,0,0
2012,3,28,12,53.44,0,0
2012,3,28,13,57.2,0,0
2012,3,28,14,60.55,0,0
2012,3,28,15,63.45,0,0
2012,3,28,16,65.5,0,0
2012,3,28,17,66.09,0,0
2012,3,28,18,65.17,0,0
2012,3,28,19,63.21,0,0
2012,3,28,20,60.37,0,0
2012,3,28,21,57.85,0,0
2012,3,28,22,56.17,0,0
2012,3,28,23,55.58,0,0
2012,3,29,0,54.5,0,0
2012,3,29,1,53.76,0,0
2012,3,29,2,53.08,0,0
2012,3,29,3,52.2,0,0
2012,3,29,4,51.15,0,0
2012,3,29,5,49.82,0,0
2012,3,29,6,49.46,0,0
2012,3,29,7,48.24,0,0
2012,3,29,8,46.9,0,0
2012,3,29,9,48.4,0,0
2012,3,29,10,51.04,0,0
2012,3,29,11,53.98,0,0
2012,3,29,12,57.11,0,0
2012,3,29,13,60.44,0,0
2012,3,29,14,62.73,0,0
2012,3,29,15,63.7,0,0
2012,3,29,16,64.22,0,0
2012,3,29,17,64.29,0,0
2012,3,29,18,63.48,0,0
2012,3,29,19,61.88,0,0
2012,3,29,20,59.38,0,0
2012,3,29,21,56.77,0,0
2012,3,29,22,54.84,0,0
2012,3,29,23,53.08,0,0
2012,3,30,0,50.92,0,0
2012,3,30,1,49.46,0,0
2012,3,30,2,48.97,0,0
2012,3,30,3,48.67,0,0
2012,3,30,4,48.06,0,0
2012,3,30,5,47.43,0,0
2012,3,30,6,47.01,0,0
2012,3,30,7,45.95,0,0
2012,3,30,8,45.68,0,0
2012,3,30,9,46.94,0,0
2012,3,30,10,49.89,0,0
2012,3,30,11,51.17,0,0
2012,3,30,12,52.14,0,0
2012,3,30,13,53.46,0,0
2012,3,30,14,54.82,0,0
2012,3,30,15,56.37,0,0
2012,3,30,16,57.36,0,0
2012,3,30,17,58.14,0,0
2012,3,30,18,58.21,0,0
2012,3,30,19,57.56,0,0
2012,3,30,20,56.41,0,0
2012,3,30,21,55.31,0,0
2012,3,30,22,53.87,0,0
2012,3,30,23,54.37,0,0
2012,3,31,0,52.92,0,0
2012,3,31,1,50.88,0,0
2012,3,31,2,50.13,0,0
2012,3,31,3,50.18,0,0
2012,3,31,4,49.87,0,0
2012,3,31,5,48.54,0,0
2012,3,31,6,45.16,0,0
2012,3,31,7,45.07,0,0
2012,3,31,8,44.98,0,0
2012,3,31,9,45.03,0,0
2012,3,31,10,47.39,0,0
2012,3,31,11,50.18,0,0
2012,3,31,12,52.72,0,0
2012,3,31,13,55.49,0,0
2012,3,31,14,56.91,0,0
2012,3,31,15,58.46,0,0
2012,3,31,16,59.58,0,0
2012,3,31,17,60.12,0,0
2012,3,31,18,59.86,0,0
2012,3,31,19,58.57,0,0
2012,3,31,20,54.93,0,0
2012,3,31,21,53.01,0,0
2012,3,31,22,50.92,0,0
2012,3,31,23,48.18,0,0
2012,4,1,0,47.46,0,0
2012,4,1,1,44.02,0,0
2012,4,1,2,42.51,0,0
2012,4,1,3,43.16,0,0
2012,4,1,4,39.07,0.1,0
2012,4,1,5,38.79,0,0
2012,4,1,6,42.13,0,0
2012,4,1,7,40.37,0,0
2012,4,1,8,40.15,0,0
2012,4,1,9,40.41,0,0
2012,4,1,10,42.55,0,0
2012,4,1,11,44.8,0,0
2012,4,1,12,47.1,0,0
2012,4,1,13,49.1,0,0
2012,4,1,14,51.15,0,0
2012,4,1,15,52.86,0,0
2012,4,1,16,54.37,0,0
2012,4,1,17,55.11,0,0
2012,4,1,18,54.97,0,0
2012,4,1,19,53.1,0,0
2012,4,1,20,48.56,0,0
2012,4,1,21,44.58,0,0
2012,4,1,22,42.17,0,0
2012,4,1,23,40.87,0,0
2012,4,2,0,40.1,0,0
2012,4,2,1,38.82,0,0
2012,4,2,2,38.32,0,0
2012,4,2,3,38.41,0,0
2012,4,2,4,38.43,0,0
2012,4,2,5,38.52,0,0
2012,4,2,6,36.68,0,0
2012,4,2,7,35.31,0,0
2012,4,2,8,35.31,0,0
2012,4,2,9,38.53,0,0
2012,4,2,10,43.38,0,0
2012,4,2,11,49.17,0,0
2012,4,2,12,52.79,0,0
2012,4,2,13,55.98,0,0
2012,4,2,14,58.57,0,0
2012,4,2,15,60.42,0,0
2012,4,2,16,61.59,0,0
2012,4,2,17,61.83,0,0
2012,4,2,18,62.13,0,0
2012,4,2,19,59.72,0,0
2012,4,2,20,58.24,0,0
2012,4,2,21,56.59,0,0
2012,4,2,22,55.49,0,0
2012,4,2,23,54.14,0,0
2012,4,3,0,52.88,0,0
2012,4,3,1,52.93,0,0
2012,4,3,2,53.31,0,0
2012,4,3,3,53.35,0,0
2012,4,3,4,50.34,0,0
2012,4,3,5,47.82,0,0
2012,4,3,6,48.42,0.1,0
2012,4,3,7,48.6,0,0
2012,4,3,8,46.36,0,0
2012,4,3,9,47.12,0.1,0
2012,4,3,10,51.58,0.1,0
2012,4,3,11,53.02,0,0
2012,4,3,12,55.89,0.3,0
2012,4,3,13,58.87,0.2,0
2012,4,3,14,61.11,0.1,0
2012,4,3,15,61.9,0,0
2012,4,3,16,62.31,0.3,0
2012,4,3,17,61.72,0.2,0
2012,4,3,18,60.46,0.1,0
2012,4,3,19,58.89,0,0
2012,4,3,20,58.35,0.1,0
2012,4,3,21,55.54,0,0
2012,4,3,22,54.25,0,0
2012,4,3,23,54.63,0.2,0
2012,4,4,0,49.55,0.6,0
2012,4,4,1,48.16,0.9,0
2012,4,4,2,48.09,0.4,0
2012,4,4,3,48.38,0.2,0
2012,4,4,4,48.27,0,0
2012,4,4,5,47.97,0,0
2012,4,4,6,48,0.1,0
2012,4,4,7,47.91,0,0
2012,4,4,8,47.59,0,0
2012,4,4,9,49.3,0,0
2012,4,4,10,51.75,0,0
2012,4,4,11,51.6,0,0
2012,4,4,12,51.12,0.5,0
2012,4,4,13,50.47,0.9,0
2012,4,4,14,51.85,0.6,0
2012,4,4,15,53.71,0.2,0
2012,4,4,16,53.76,0,0
2012,4,4,17,54.23,0,0
2012,4,4,18,55.22,0,0
2012,4,4,19,55.06,0,0
2012,4,4,20,53.71,0,0
2012,4,4,21,53.2,0,0
2012,4,4,22,53.22,0,0
2012,4,4,23,52.41,0,0
2012,4,5,0,51.64,0,0
2012,4,5,1,50.86,0,0
2012,4,5,2,49.84,0,0
2012,4,5,3,48.79,0,0
2012,4,5,4,47.62,0,0
2012,4,5,5,46.96,0,0
2012,4,5,6,45.45,0.6,0
2012,4,5,7,45.16,1,0
2012,4,5,8,45.07,1.3,0
2012,4,5,9,45.41,1,0
2012,4,5,10,46.56,0.4,0
2012,4,5,11,48.36,0.2,0
2012,4,5,12,49.91,0.3,0
2012,4,5,13,50.99,0.2,0
2012,4,5,14,52.09,0.2,0
2012,4,5,15,52.52,0.2,0
2012,4,5,16,52.97,0.1,0
2012,4,5,17,53.26,0.2,0
2012,4,5,18,52.88,0.4,0
2012,4,5,19,52.02,0.3,0
2012,4,5,20,51.08,0,0
2012,4,5,21,50.5,0,0
2012,4,5,22,49.6,0,0
2012,4,5,23,48.99,0,0
2012,4,6,0,48.42,0,0
2012,4,6,1,47.91,0,0
2012,4,6,2,47.43,0,0
2012,4,6,3,46.98,0,0
2012,4,6,4,46.4,0,0
2012,4,6,5,45.72,0,0
2012,4,6,6,42.51,0,0
2012,4,6,7,42.01,0,0
2012,4,6,8,41.7,0,0
2012,4,6,9,42.35,0,0
2012,4,6,10,43.99,0,0
2012,4,6,11,46.13,0,0
2012,4,6,12,48.72,0,0
2012,4,6,13,51.84,0,0
2012,4,6,14,54.28,0,0
2012,4,6,15,55.71,0,0
2012,4,6,16,56.77,0,0
2012,4,6,17,57.43,0,0
2012,4,6,18,57.61,0,0
2012,4,6,19,57.06,0,0
2012,4,6,20,56.14,0,0
2012,4,6,21,55.6,0,0
2012,4,6,22,54.82,0,0
2012,4,6,23,53.02,0,0
2012,4,7,0,51.06,0,0
2012,4,7,1,49.71,0,0
2012,4,7,2,48.72,0,0
2012,4,7,3,47.89,0,0
2012,4,7,4,47.68,0,0
2012,4,7,5,47.97,0,0
2012,4,7,6,45.3,0,0
2012,4,7,7,44.44,0,0
2012,4,7,8,44.65,0,0
2012,4,7,9,45.5,0.2,0
2012,4,7,10,47.71,0,0
2012,4,7,11,48.13,0,0
2012,4,7,12,48.31,0,0
2012,4,7,13,51.06,0,0
2012,4,7,14,50.79,0,0
2012,4,7,15,52.03,0,0
2012,4,7,16,51.6,0,0
2012,4,7,17,52.2,0,0
2012,4,7,18,51.75,0,0
2012,4,7,19,50.68,0,0
2012,4,7,20,48.79,0,0
2012,4,7,21,46.04,0,0
2012,4,7,22,43.75,0,0
2012,4,7,23,44.02,0,0
2012,4,8,0,43.97,0,0
2012,4,8,1,42.24,0,0
2012,4,8,2,41.16,0,0
2012,4,8,3,40.91,0.1,0
2012,4,8,4,39.99,0,0
2012,4,8,5,38.35,0,0
2012,4,8,6,37.71,0.3,0
2012,4,8,7,36.84,0,0
2012,4,8,8,36.52,0,0
2012,4,8,9,38.25,0,0
2012,4,8,10,38.95,0,0
2012,4,8,11,41.29,0,0
2012,4,8,12,42.51,0,0
2012,4,8,13,43.54,0,0
2012,4,8,14,44.4,0,0
2012,4,8,15,45.05,0,0
2012,4,8,16,45.81,0,0
2012,4,8,17,46.02,0,0
2012,4,8,18,45.72,0,0
2012,4,8,19,45.14,0,0
2012,4,8,20,43.88,0,0
2012,4,8,21,43.16,0,0
2012,4,8,22,42.78,0,0
2012,4,8,23,39.51,0,0
2012,4,9,0,37.11,0,0
2012,4,9,1,36.3,0,0
2012,4,9,2,35.33,0,0
2012,4,9,3,35.47,0,0
2012,4,9,4,35.8,0,0
2012,4,9,5,35.87,0,0
2012,4,9,6,36.03,0,0
2012,4,9,7,35.53,0,0
2012,4,9,8,37.38,0,0
2012,4,9,9,40.23,0,0
2012,4,9,10,43.34,0,0
2012,4,9,11,45.36,0.3,0
2012,4,9,12,46.11,0.4,0
2012,4,9,13,47.93,0.4,0
2012,4,9,14,50.05,0.2,0
2012,4,9,15,51.78,0.1,0
2012,4,9,16,54.07,0,0
2012,4,9,17,53.37,0,0
2012,4,9,18,54.52,0,0
2012,4,9,19,55.22,0,0
2012,4,9,20,55.35,0,0
2012,4,9,21,54.5,0,0
2012,4,9,22,51.15,0,0
2012,4,9,23,49.39,0,0
2012,4,10,0,48.38,0,0
2012,4,10,1,46.81,0,0
2012,4,10,2,48.81,0,0
2012,4,10,3,54.91,0,0
2012,4,10,4,54.84,0,0
2012,4,10,5,51.01,0,0
2012,4,10,6,51.76,0,0
2012,4,10,7,50.07,0,0
2012,4,10,8,49.5,0,0
2012,4,10,9,50.99,0,0
2012,4,10,10,54.41,0,0
2012,4,10,11,56.68,0,0
2012,4,10,12,56.07,0,0
2012,4,10,13,61.18,0,0
2012,4,10,14,59.68,0,0
2012,4,10,15,60.08,0,0
2012,4,10,16,56.91,0,0
2012,4,10,17,57.25,0,0
2012,4,10,18,59.36,0,0
2012,4,10,19,58.19,0,0
2012,4,10,20,58.1,1,0
2012,4,10,21,54.55,1,0
2012,4,10,22,51.58,1.2,0
2012,4,10,23,50.22,1.6,0
2012,4,11,0,49.78,0.4,0
2012,4,11,1,48.99,0,0
2012,4,11,2,49.06,5.4,0
2012,4,11,3,48.34,3.8,0
2012,4,11,4,47.57,0.9,0
2012,4,11,5,47.01,0.2,0
2012,4,11,6,45.05,1.8,0
2012,4,11,7,44.44,0.9,0
2012,4,11,8,44.6,0.3,0
2012,4,11,9,45.18,0.7,0
2012,4,11,10,45.84,0.5,0
2012,4,11,11,47.75,0.4,0
2012,4,11,12,48.06,0.2,0
2012,4,11,13,49.77,0.1,0
2012,4,11,14,50.56,0.2,0
2012,4,11,15,52.12,0,0
2012,4,11,16,52.12,0,0
2012,4,11,17,53.26,0,0
2012,4,11,18,52.99,0,0
2012,4,11,19,52.27,0,0
2012,4,11,20,50.83,0,0
2012,4,11,21,49.48,0,0
2012,4,11,22,48.58,0,0
2012,4,11,23,48.45,0,0
2012,4,12,0,48.27,0,0
2012,4,12,1,47.23,0,0
2012,4,12,2,43.38,0,0
2012,4,12,3,43.32,0.2,0
2012,4,12,4,43.02,0.3,0
2012,4,12,5,42.03,0.1,0
2012,4,12,6,43,0.7,0
2012,4,12,7,42.37,0.3,0
2012,4,12,8,44.08,0,0
2012,4,12,9,46.99,0,0
2012,4,12,10,48.24,0.3,0
2012,4,12,11,49.95,0.4,0
2012,4,12,12,50.72,0.3,0
2012,4,12,13,52.18,0.1,0
2012,4,12,14,51.78,0,0
2012,4,12,15,52.83,0,0
2012,4,12,16,52.54,0,0
2012,4,12,17,53.11,0,0
2012,4,12,18,52.32,0,0
2012,4,12,19,51.96,0,0
2012,4,12,20,51.13,0,0
2012,4,12,21,50.11,0,0
2012,4,12,22,48.94,0,0
2012,4,12,23,47.37,0,0
2012,4,13,0,44.4,0,0
2012,4,13,1,43.07,0,0
2012,4,13,2,42.49,0,0
2012,4,13,3,41.5,0,0
2012,4,13,4,40.55,0,0
2012,4,13,5,39.94,0,0
2012,4,13,6,39.81,0,0
2012,4,13,7,39.09,0,0
2012,4,13,8,39.34,0,0
2012,4,13,9,40.19,0,0
2012,4,13,10,41.29,0,0
2012,4,13,11,42.76,0,0
2012,4,13,12,46.94,0,0
2012,4,13,13,51.84,0,0
2012,4,13,14,54.23,0,0
2012,4,13,15,55.36,0,0
2012,4,13,16,55.99,0,0
2012,4,13,17,56.41,0,0
2012,4,13,18,56.23,0,0
2012,4,13,19,55.35,0,0
2012,4,13,20,53.87,0,0
2012,4,13,21,51.03,0,0
2012,4,13,22,48.27,0,0
2012,4,13,23,47.17,0,0
2012,4,14,0,46.49,0,0
2012,4,14,1,45.48,0,0
2012,4,14,2,44.24,0,0
2012,4,14,3,43.21,0,0
2012,4,14,4,42.48,0,0
2012,4,14,5,40.51,0,0
2012,4,14,6,39.99,0,0
2012,4,14,7,39.07,0,0
2012,4,14,8,40.64,0,0
2012,4,14,9,42.91,0,0
2012,4,14,10,45.25,0,0
2012,4,14,11,49.01,0,0
2012,4,14,12,53.22,0.1,0
2012,4,14,13,54.79,0,0
2012,4,14,14,54.41,0,0
2012,4,14,15,53.55,0,0
2012,4,14,16,51.58,0,0
2012,4,14,17,50.49,0.2,0
2012,4,14,18,50.41,0.3,0
2012,4,14,19,50.49,0.5,0
2012,4,14,20,49.62,0.4,0
2012,4,14,21,47.8,0.2,0
2012,4,14,22,46.69,0.2,0
2012,4,14,23,46.22,0.3,0
2012,4,15,0,46.02,0.3,0
2012,4,15,1,45.39,0.1,0
2012,4,15,2,44.91,0.2,0
2012,4,15,3,44.35,0.4,0
2012,4,15,4,44.02,0.6,0
2012,4,15,5,43.65,0.7,0
2012,4,15,6,42.01,0,0
2012,4,15,7,41.77,0,0
2012,4,15,8,42.37,0,0
2012,4,15,9,43.52,0,0
2012,4,15,10,46.04,0,0
2012,4,15,11,47.19,0,0
2012,4,15,12,48.61,0,0
2012,4,15,13,48.99,0,0
2012,4,15,14,49.5,0.1,0
2012,4,15,15,49.95,0.2,0
2012,4,15,16,50.05,0.3,0
2012,4,15,17,49.87,0.2,0
2012,4,15,18,49.24,0.3,0
2012,4,15,19,48.42,0.4,0
2012,4,15,20,47.44,0.6,0
2012,4,15,21,46.35,0.6,0
2012,4,15,22,46,0.7,0
2012,4,15,23,45.68,0.5,0
2012,4,16,0,45.05,0.1,0
2012,4,16,1,44.49,0,0
2012,4,16,2,44.22,0,0
2012,4,16,3,43.68,0.1,0
2012,4,16,4,42.6,0,0
2012,4,16,5,42.03,0,0
2012,4,16,6,41.63,0.2,0
2012,4,16,7,41.13,0.3,0
2012,4,16,8,40.51,0.2,0
2012,4,16,9,40.48,0.1,0
2012,4,16,10,41.09,0.1,0
2012,4,16,11,42.51,0.1,0
2012,4,16,12,44.28,0,0
2012,4,16,13,46.36,0,0
2012,4,16,14,49.14,0,0
2012,4,16,15,49.71,0,0
2012,4,16,16,49.84,0,0
2012,4,16,17,49.71,0,0
2012,4,16,18,49.59,0,0
2012,4,16,19,48.42,0,0
2012,4,16,20,47.25,0,0
2012,4,16,21,45.16,0,0
2012,4,16,22,43.11,0,0
2012,4,16,23,42.1,0,0
2012,4,17,0,41.18,0,0
2012,4,17,1,38.71,0,0
2012,4,17,2,37.36,0,0
2012,4,17,3,36.61,0,0
2012,4,17,4,36.09,0,0
2012,4,17,5,35.64,0,0
2012,4,17,6,33.13,0,0
2012,4,17,7,32.67,0,0
2012,4,17,8,34.25,0,0
2012,4,17,9,36.75,0,0
2012,4,17,10,38.84,0,0
2012,4,17,11,41.72,0,0
2012,4,17,12,45.18,0,0
2012,4,17,13,48.13,0,0
2012,4,17,14,49.98,0,0
2012,4,17,15,51.49,0,0
2012,4,17,16,52.48,0,0
2012,4,17,17,53.19,0,0
2012,4,17,18,53.6,0,0
2012,4,17,19,53.8,0,0
2012,4,17,20,53.35,0,0
2012,4,17,21,51.8,0,0
2012,4,17,22,49.57,0,0
2012,4,17,23,49.35,0,0
2012,4,18,0,48.9,0,0
2012,4,18,1,46.89,0,0
2012,4,18,2,47.7,0,0
2012,4,18,3,44.56,0,0
2012,4,18,4,44.24,0.1,0
2012,4,18,5,44.38,0.2,0
2012,4,18,6,43.41,0.2,0
2012,4,18,7,43.14,0,0
2012,4,18,8,44.4,0,0
2012,4,18,9,46.67,0,0
2012,4,18,10,47.82,0,0
2012,4,18,11,49.48,0,0
2012,4,18,12,51.87,0,0
2012,4,18,13,53.76,0,0
2012,4,18,14,55.44,0,0
2012,4,18,15,54.95,0,0
2012,4,18,16,55.74,0,0
2012,4,18,17,55.11,0,0
2012,4,18,18,55.27,0.1,0
2012,4,18,19,55.02,0.1,0
2012,4,18,20,51.66,0,0
2012,4,18,21,47.39,0,0
2012,4,18,22,45.52,0,0
2012,4,18,23,44.74,0,0
2012,4,19,0,45.12,0,0
2012,4,19,1,43.56,0,0
2012,4,19,2,41.32,0,0
2012,4,19,3,37.02,0,0
2012,4,19,4,36.93,0,0
2012,4,19,5,38.5,0,0
2012,4,19,6,43.25,0.3,0
2012,4,19,7,43.27,0.1,0
2012,4,19,8,44.19,0.2,0
2012,4,19,9,46.31,0.2,0
2012,4,19,10,49.35,0,0
2012,4,19,11,50.94,0.1,0
2012,4,19,12,51.96,0.3,0
2012,4,19,13,53.65,0.4,0
2012,4,19,14,53.13,0.5,0
2012,4,19,15,53.4,0.4,0
2012,4,19,16,53.2,0.4,0
2012,4,19,17,52.56,0.6,0
2012,4,19,18,52.25,0.5,0
2012,4,19,19,50.45,0.1,0
2012,4,19,20,49.21,0,0
2012,4,19,21,48.87,0,0
2012,4,19,22,48.43,0,0
2012,4,19,23,47.25,0.1,0
2012,4,20,0,46.26,0,0
2012,4,20,1,45.41,0,0
2012,4,20,2,45.64,0.2,0
2012,4,20,3,43.68,0,0
2012,4,20,4,42.44,0,0
2012,4,20,5,41.16,0,0
2012,4,20,6,43.36,0,0
2012,4,20,7,44.17,0,0
2012,4,20,8,46.27,0,0
2012,4,20,9,48.31,0.1,0
2012,4,20,10,47.35,0.9,0
2012,4,20,11,47.88,0.4,0
2012,4,20,12,48.43,0.1,0
2012,4,20,13,51.78,0,0
2012,4,20,14,51.4,0,0
2012,4,20,15,51.53,0.1,0
2012,4,20,16,51.13,0.2,0
2012,4,20,17,50.9,0.2,0
2012,4,20,18,51.22,0.2,0
2012,4,20,19,50.56,0.1,0
2012,4,20,20,49.06,0,0
2012,4,20,21,47.52,0,0
2012,4,20,22,46.29,0,0
2012,4,20,23,42.94,0,0
2012,4,21,0,42.53,0,0
2012,4,21,1,43.48,0,0
2012,4,21,2,39.6,0,0
2012,4,21,3,40.8,0,0
2012,4,21,4,43.61,0,0
2012,4,21,5,40.08,0,0
2012,4,21,6,39.85,0,0
2012,4,21,7,40.42,0,0
2012,4,21,8,43.39,0,0
